name,n,constructive method, constructive distance, constructive calc time, local search method, localsearch distance, localsearch time, alpha, random seed
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),11471535.00,5.929597,None,0.00,0.000001,14,34
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),12950832.00,5.978823,None,0.00,0.000002,16,34
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),14341549.00,6.019505,None,0.00,0.000003,18,34
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),15844154.00,6.070898,None,0.00,0.000002,20,34
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),8410558.00,5.886564,None,0.00,0.000002,10,35
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),9941387.00,5.924452,None,0.00,0.000001,12,35
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),11450400.00,5.932871,None,0.00,0.000002,14,35
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),12902816.00,5.990840,None,0.00,0.000001,16,35
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),14454958.00,6.035200,None,0.00,0.000002,18,35
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),15838418.00,6.070990,None,0.00,0.000002,20,35
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),8490274.00,5.876721,None,0.00,0.000002,10,36
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),9971314.00,5.898556,None,0.00,0.000001,12,36
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),11472820.00,5.913993,None,0.00,0.000002,14,36
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),12995274.00,5.960126,None,0.00,0.000001,16,36
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),14335853.00,5.994453,None,0.00,0.000002,18,36
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),15899417.00,6.048380,None,0.00,0.000003,20,36
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),8458204.00,5.868741,None,0.00,0.000002,10,37
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),9996388.00,5.915088,None,0.00,0.000002,12,37
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),11482767.00,5.948406,None,0.00,0.000002,14,37
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),12845401.00,5.976134,None,0.00,0.000002,16,37
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),14328993.00,6.022412,None,0.00,0.000002,18,37
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),15841297.00,6.033414,None,0.00,0.000001,20,37
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),8485869.00,5.834228,None,0.00,0.000002,10,38
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),10035189.00,5.892431,None,0.00,0.000001,12,38
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),11517841.00,6.009217,None,0.00,0.000002,14,38
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),12881123.00,5.949321,None,0.00,0.000001,16,38
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),14393868.00,6.013804,None,0.00,0.000001,18,38
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),15845095.00,6.021172,None,0.00,0.000003,20,38
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),8439593.00,5.884101,None,0.00,0.000001,10,39
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),9969454.00,5.904503,None,0.00,0.000002,12,39
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),11430021.00,5.956179,None,0.00,0.000001,14,39
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),12942788.00,5.961875,None,0.00,0.000002,16,39
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),14354927.00,6.012827,None,0.00,0.000002,18,39
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),15880401.00,6.055422,None,0.00,0.000003,20,39
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),8481305.00,5.850015,None,0.00,0.000001,10,40
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),9978099.00,5.901735,None,0.00,0.000000,12,40
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),11479792.00,6.015723,None,0.00,0.000001,14,40
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),12935929.00,5.965604,None,0.00,0.000001,16,40
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),14375477.00,6.016199,None,0.00,0.000001,18,40
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),15814556.00,6.041749,None,0.00,0.000002,20,40
