name,n,constructive method, constructive distance, constructive calc time, local search method, localsearch distance, localsearch time, alpha, random seed
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1462411.00,0.029840,None,0.00,0.000001,10,31
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1761079.00,0.026847,None,0.00,0.000001,12,31
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2008365.00,0.025732,None,0.00,0.000001,14,31
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2245373.00,0.026926,None,0.00,0.000001,16,31
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2496635.00,0.026685,None,0.00,0.000001,18,31
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2761224.00,0.026848,None,0.00,0.000002,20,31
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1202619.00,0.018709,None,0.00,0.000002,10,32
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1371734.00,0.018257,None,0.00,0.000001,12,32
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1551549.00,0.017394,None,0.00,0.000001,14,32
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1674131.00,0.018686,None,0.00,0.000001,16,32
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1916135.00,0.018608,None,0.00,0.000001,18,32
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),2175909.00,0.018195,None,0.00,0.000001,20,32
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1179942.00,0.017340,None,0.00,0.000002,10,33
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1381489.00,0.018576,None,0.00,0.000001,12,33
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1574187.00,0.017620,None,0.00,0.000001,14,33
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1778612.00,0.017730,None,0.00,0.000001,16,33
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1986329.00,0.019151,None,0.00,0.000001,18,33
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),2139785.00,0.017817,None,0.00,0.000001,20,33
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1223663.00,0.017678,None,0.00,0.000001,10,34
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1352587.00,0.019003,None,0.00,0.000002,12,34
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1579463.00,0.017683,None,0.00,0.000001,14,34
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1745523.00,0.018868,None,0.00,0.000002,16,34
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1903322.00,0.017763,None,0.00,0.000001,18,34
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),2205638.00,0.020535,None,0.00,0.000002,20,34
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1199378.00,0.019124,None,0.00,0.000001,10,35
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1389364.00,0.020347,None,0.00,0.000003,12,35
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1552034.00,0.022781,None,0.00,0.000003,14,35
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1762659.00,0.022625,None,0.00,0.000002,16,35
